frame_number,start_time,processing_duration,face_detected
81,2023-03-08-07-46-59,0.0131677,1
82,2023-03-08-07-46-59,0.0122326,1
83,2023-03-08-07-46-59,0.0138112,1
84,2023-03-08-07-46-59,0.01884,1
85,2023-03-08-07-46-59,0.0198335,1
86,2023-03-08-07-46-59,0.0153297,1
87,2023-03-08-07-46-59,0.0139961,1
88,2023-03-08-07-47-00,0.0134467,1
89,2023-03-08-07-47-00,0.0135528,1
90,2023-03-08-07-47-00,0.0141129,1
91,2023-03-08-07-47-00,0.0152738,1
92,2023-03-08-07-47-00,0.0139677,1
93,2023-03-08-07-47-00,0.0127757,1
94,2023-03-08-07-47-00,0.0126554,1
95,2023-03-08-07-47-00,0.0190128,1
96,2023-03-08-07-47-00,0.0160914,1
97,2023-03-08-07-47-00,0.019721,1
98,2023-03-08-07-47-00,0.0179885,1
99,2023-03-08-07-47-00,0.0228108,1
100,2023-03-08-07-47-00,0.0130945,1
101,2023-03-08-07-47-00,0.0142549,1
102,2023-03-08-07-47-00,0.0133569,1
103,2023-03-08-07-47-00,0.0161026,1
104,2023-03-08-07-47-00,0.0156396,1
105,2023-03-08-07-47-00,0.0176288,1
106,2023-03-08-07-47-00,0.0123355,1
107,2023-03-08-07-47-00,0.0132413,1
108,2023-03-08-07-47-00,0.0126421,1
109,2023-03-08-07-47-00,0.0134783,1
110,2023-03-08-07-47-00,0.0155814,1
111,2023-03-08-07-47-00,0.0145365,1
112,2023-03-08-07-47-00,0.012881,1
113,2023-03-08-07-47-00,0.0127125,1
114,2023-03-08-07-47-00,0.0140812,1
115,2023-03-08-07-47-00,0.0124521,1
116,2023-03-08-07-47-00,0.0169534,1
117,2023-03-08-07-47-00,0.0122779,1
118,2023-03-08-07-47-01,0.0135763,1
119,2023-03-08-07-47-01,0.0123684,1
120,2023-03-08-07-47-01,0.0124616,1
121,2023-03-08-07-47-01,0.0120721,1
122,2023-03-08-07-47-01,0.0172929,1
123,2023-03-08-07-47-01,0.01487,1
124,2023-03-08-07-47-01,0.0135945,1
125,2023-03-08-07-47-01,0.0131036,1
126,2023-03-08-07-47-01,0.0145075,1
127,2023-03-08-07-47-01,0.0127507,1
128,2023-03-08-07-47-01,0.0125351,1
129,2023-03-08-07-47-01,0.0143132,1
130,2023-03-08-07-47-01,0.0138758,1
131,2023-03-08-07-47-01,0.0122954,1
132,2023-03-08-07-47-01,0.0173103,1
133,2023-03-08-07-47-01,0.0172947,1
134,2023-03-08-07-47-01,0.0186429,1
135,2023-03-08-07-47-01,0.0173835,1
136,2023-03-08-07-47-01,0.018329,1
137,2023-03-08-07-47-01,0.0217459,1
138,2023-03-08-07-47-01,0.0209072,1
139,2023-03-08-07-47-01,0.0197964,1
140,2023-03-08-07-47-01,0.0257488,1
141,2023-03-08-07-47-01,0.0126293,1
142,2023-03-08-07-47-01,0.0153101,1
143,2023-03-08-07-47-01,0.0123654,1
144,2023-03-08-07-47-01,0.0157809,1
145,2023-03-08-07-47-01,0.0188868,1
146,2023-03-08-07-47-01,0.0213693,1
147,2023-03-08-07-47-01,0.0218838,1
148,2023-03-08-07-47-02,0.0221664,1
149,2023-03-08-07-47-02,0.0208367,1
150,2023-03-08-07-47-02,0.0249451,1
151,2023-03-08-07-47-02,0.0205639,1
152,2023-03-08-07-47-02,0.0144904,1
153,2023-03-08-07-47-02,0.0193903,1
154,2023-03-08-07-47-02,0.0160704,1
155,2023-03-08-07-47-02,0.019009,1
156,2023-03-08-07-47-02,0.021849,1
157,2023-03-08-07-47-02,0.0138519,1
158,2023-03-08-07-47-02,0.01752,1
159,2023-03-08-07-47-02,0.0200779,1
160,2023-03-08-07-47-02,0.0169838,1
161,2023-03-08-07-47-02,0.0177401,1
162,2023-03-08-07-47-02,0.0152211,1
163,2023-03-08-07-47-02,0.0208567,1
164,2023-03-08-07-47-02,0.0151953,1
165,2023-03-08-07-47-02,0.0221942,1
166,2023-03-08-07-47-02,0.0216892,1
167,2023-03-08-07-47-02,0.0148923,1
168,2023-03-08-07-47-02,0.0279058,1
169,2023-03-08-07-47-02,0.0231501,1
170,2023-03-08-07-47-02,0.0203626,1
171,2023-03-08-07-47-02,0.0188736,1
172,2023-03-08-07-47-02,0.0159067,1
173,2023-03-08-07-47-02,0.0190589,1
174,2023-03-08-07-47-02,0.0177102,1
175,2023-03-08-07-47-02,0.0182057,1
176,2023-03-08-07-47-02,0.026396,1
177,2023-03-08-07-47-02,0.0209125,1
178,2023-03-08-07-47-03,0.0147036,1
179,2023-03-08-07-47-03,0.0157816,1
180,2023-03-08-07-47-03,0.0185447,1
181,2023-03-08-07-47-03,0.0235986,1
182,2023-03-08-07-47-03,0.0258372,1
183,2023-03-08-07-47-03,0.0184793,1
184,2023-03-08-07-47-03,0.0251907,1
185,2023-03-08-07-47-03,0.0220183,1
186,2023-03-08-07-47-03,0.0171537,1
187,2023-03-08-07-47-03,0.0196427,1
188,2023-03-08-07-47-03,0.01806,1
189,2023-03-08-07-47-03,0.0144118,1
190,2023-03-08-07-47-03,0.0201971,1
191,2023-03-08-07-47-03,0.0198236,1
192,2023-03-08-07-47-03,0.0181704,1
193,2023-03-08-07-47-03,0.0174154,1
194,2023-03-08-07-47-03,0.0226927,1
195,2023-03-08-07-47-03,0.0195021,1
196,2023-03-08-07-47-03,0.0186932,1
197,2023-03-08-07-47-03,0.0219735,1
198,2023-03-08-07-47-03,0.02005,1
199,2023-03-08-07-47-03,0.0185538,1
200,2023-03-08-07-47-03,0.0176268,1
201,2023-03-08-07-47-03,0.0146588,1
202,2023-03-08-07-47-03,0.0197544,1
203,2023-03-08-07-47-03,0.0244055,1
204,2023-03-08-07-47-03,0.0257541,1
205,2023-03-08-07-47-03,0.0239481,1
206,2023-03-08-07-47-03,0.0168723,1
207,2023-03-08-07-47-04,0.0178918,1
208,2023-03-08-07-47-04,0.0166112,1
209,2023-03-08-07-47-04,0.0164816,1
210,2023-03-08-07-47-04,0.0183421,1
211,2023-03-08-07-47-04,0.0197927,1
212,2023-03-08-07-47-04,0.0154816,1
213,2023-03-08-07-47-04,0.0231848,1
214,2023-03-08-07-47-04,0.0164303,1
215,2023-03-08-07-47-04,0.016972,1
216,2023-03-08-07-47-04,0.0158483,1
217,2023-03-08-07-47-04,0.0177341,1
218,2023-03-08-07-47-04,0.0171166,1
219,2023-03-08-07-47-04,0.0156364,1
220,2023-03-08-07-47-04,0.0214308,1
221,2023-03-08-07-47-04,0.0228025,1
222,2023-03-08-07-47-04,0.0204089,1
223,2023-03-08-07-47-04,0.0171795,1
224,2023-03-08-07-47-04,0.0194199,1
225,2023-03-08-07-47-04,0.0188075,1
226,2023-03-08-07-47-04,0.025078,1
227,2023-03-08-07-47-04,0.0181988,1
228,2023-03-08-07-47-04,0.0188549,1
229,2023-03-08-07-47-04,0.0205103,1
230,2023-03-08-07-47-04,0.0256478,1
231,2023-03-08-07-47-04,0.0236532,1
232,2023-03-08-07-47-04,0.0229682,1
233,2023-03-08-07-47-04,0.0257929,1
234,2023-03-08-07-47-04,0.0194463,1
235,2023-03-08-07-47-04,0.0224651,1
236,2023-03-08-07-47-04,0.0284944,1
237,2023-03-08-07-47-05,0.0202946,1
238,2023-03-08-07-47-05,0.0266164,1
239,2023-03-08-07-47-05,0.0181932,1
240,2023-03-08-07-47-05,0.0260048,1
241,2023-03-08-07-47-05,0.0207594,1
242,2023-03-08-07-47-05,0.0208511,1
243,2023-03-08-07-47-05,0.0210045,1
244,2023-03-08-07-47-05,0.023556,1
245,2023-03-08-07-47-05,0.0206835,1
246,2023-03-08-07-47-05,0.0194531,1
247,2023-03-08-07-47-05,0.0218669,1
248,2023-03-08-07-47-05,0.023352,1
249,2023-03-08-07-47-05,0.0209953,1
250,2023-03-08-07-47-05,0.0234276,1
251,2023-03-08-07-47-05,0.0209198,1
252,2023-03-08-07-47-05,0.017877,1
253,2023-03-08-07-47-05,0.0185816,1
254,2023-03-08-07-47-05,0.0209263,1
255,2023-03-08-07-47-05,0.0224711,1
256,2023-03-08-07-47-05,0.020899,1
257,2023-03-08-07-47-05,0.0243092,1
258,2023-03-08-07-47-05,0.0208284,1
259,2023-03-08-07-47-05,0.0207381,1
260,2023-03-08-07-47-05,0.0249555,1
261,2023-03-08-07-47-05,0.0252741,1
262,2023-03-08-07-47-05,0.0220341,1
263,2023-03-08-07-47-05,0.0201931,1
264,2023-03-08-07-47-05,0.0234433,1
265,2023-03-08-07-47-05,0.0227483,1
266,2023-03-08-07-47-05,0.0197132,1
267,2023-03-08-07-47-06,0.0210842,1
268,2023-03-08-07-47-06,0.0209424,1
269,2023-03-08-07-47-06,0.023518,1
270,2023-03-08-07-47-06,0.0210371,1
271,2023-03-08-07-47-06,0.0252875,1
272,2023-03-08-07-47-06,0.0178815,1
273,2023-03-08-07-47-06,0.02255,1
274,2023-03-08-07-47-06,0.0209358,1
275,2023-03-08-07-47-06,0.0195994,1
276,2023-03-08-07-47-06,0.0238514,1
277,2023-03-08-07-47-06,0.0218404,1
278,2023-03-08-07-47-06,0.0182836,1
279,2023-03-08-07-47-06,0.0261489,1
280,2023-03-08-07-47-06,0.0257199,1
281,2023-03-08-07-47-06,0.0207336,1
282,2023-03-08-07-47-06,0.0247245,1
283,2023-03-08-07-47-06,0.023397,1
284,2023-03-08-07-47-06,0.0233778,1
285,2023-03-08-07-47-06,0.0181176,1
286,2023-03-08-07-47-06,0.0186584,1
287,2023-03-08-07-47-06,0.0194543,1
288,2023-03-08-07-47-06,0.0224299,1
289,2023-03-08-07-47-06,0.021019,1
290,2023-03-08-07-47-06,0.0215486,1
291,2023-03-08-07-47-06,0.0198992,1
292,2023-03-08-07-47-06,0.0196267,1
293,2023-03-08-07-47-06,0.0213757,1
294,2023-03-08-07-47-06,0.0281515,1
295,2023-03-08-07-47-06,0.020233,1
296,2023-03-08-07-47-06,0.0215665,1
297,2023-03-08-07-47-07,0.0197924,1
298,2023-03-08-07-47-07,0.0205651,1
299,2023-03-08-07-47-07,0.0185202,1
300,2023-03-08-07-47-07,0.0199533,1
301,2023-03-08-07-47-07,0.0261575,1
302,2023-03-08-07-47-07,0.0183779,1
303,2023-03-08-07-47-07,0.0208871,1
304,2023-03-08-07-47-07,0.0199742,1
305,2023-03-08-07-47-07,0.0215221,1
306,2023-03-08-07-47-07,0.0246545,1
307,2023-03-08-07-47-07,0.0221498,1
308,2023-03-08-07-47-07,0.0189962,1
309,2023-03-08-07-47-07,0.0248553,1
310,2023-03-08-07-47-07,0.0212459,1
311,2023-03-08-07-47-07,0.0234426,1
312,2023-03-08-07-47-07,0.0230715,1
313,2023-03-08-07-47-07,0.0229213,1
314,2023-03-08-07-47-07,0.0249628,1
315,2023-03-08-07-47-07,0.0296686,1
316,2023-03-08-07-47-07,0.0212291,1
317,2023-03-08-07-47-07,0.0214053,1
318,2023-03-08-07-47-07,0.0263101,1
319,2023-03-08-07-47-07,0.0238842,1
320,2023-03-08-07-47-07,0.0194701,1
321,2023-03-08-07-47-07,0.0239383,1
322,2023-03-08-07-47-07,0.0196644,1
323,2023-03-08-07-47-07,0.0192822,1
324,2023-03-08-07-47-07,0.0186086,1
325,2023-03-08-07-47-07,0.0202826,1
326,2023-03-08-07-47-07,0.0203065,1
327,2023-03-08-07-47-08,0.0183966,1
328,2023-03-08-07-47-08,0.0237263,1
329,2023-03-08-07-47-08,0.0210992,1
330,2023-03-08-07-47-08,0.0230901,1
331,2023-03-08-07-47-08,0.0243189,1
332,2023-03-08-07-47-08,0.0185396,1
333,2023-03-08-07-47-08,0.025389,1
334,2023-03-08-07-47-08,0.018116,1
335,2023-03-08-07-47-08,0.0191683,1
336,2023-03-08-07-47-08,0.0213233,1
337,2023-03-08-07-47-08,0.0248866,1
338,2023-03-08-07-47-08,0.0231913,1
339,2023-03-08-07-47-08,0.0247311,1
340,2023-03-08-07-47-08,0.0219925,1
341,2023-03-08-07-47-08,0.0230264,1
342,2023-03-08-07-47-08,0.0222135,1
343,2023-03-08-07-47-08,0.0199715,1
344,2023-03-08-07-47-08,0.0216118,1
345,2023-03-08-07-47-08,0.0252491,1
346,2023-03-08-07-47-08,0.0185704,1
347,2023-03-08-07-47-08,0.0219454,1
348,2023-03-08-07-47-08,0.0215208,1
349,2023-03-08-07-47-08,0.0272976,1
350,2023-03-08-07-47-08,0.0212605,1
351,2023-03-08-07-47-08,0.0281071,1
352,2023-03-08-07-47-08,0.0210684,1
353,2023-03-08-07-47-08,0.0233602,1
354,2023-03-08-07-47-08,0.0206278,1
355,2023-03-08-07-47-08,0.0186362,1
356,2023-03-08-07-47-08,0.0252843,1
357,2023-03-08-07-47-09,0.0260131,1
358,2023-03-08-07-47-09,0.0232681,1
359,2023-03-08-07-47-09,0.0224769,1
360,2023-03-08-07-47-09,0.0200079,1
361,2023-03-08-07-47-09,0.0199231,1
362,2023-03-08-07-47-09,0.0222401,1
363,2023-03-08-07-47-09,0.0214012,1
364,2023-03-08-07-47-09,0.0222451,1
365,2023-03-08-07-47-09,0.0269296,1
366,2023-03-08-07-47-09,0.0247257,1
367,2023-03-08-07-47-09,0.0211719,1
368,2023-03-08-07-47-09,0.0212979,1
369,2023-03-08-07-47-09,0.020752,1
370,2023-03-08-07-47-09,0.0184491,1
371,2023-03-08-07-47-09,0.0265758,1
372,2023-03-08-07-47-09,0.0196311,1
373,2023-03-08-07-47-09,0.0218076,1
374,2023-03-08-07-47-09,0.0216536,1
375,2023-03-08-07-47-09,0.023014,1
376,2023-03-08-07-47-09,0.018208,1
377,2023-03-08-07-47-09,0.0211712,1
378,2023-03-08-07-47-09,0.0216208,1
379,2023-03-08-07-47-09,0.0201007,1
380,2023-03-08-07-47-09,0.0196322,1
381,2023-03-08-07-47-09,0.0262922,1
382,2023-03-08-07-47-09,0.0220113,1
383,2023-03-08-07-47-09,0.0239342,1
384,2023-03-08-07-47-09,0.024486,1
385,2023-03-08-07-47-09,0.0265118,1
386,2023-03-08-07-47-09,0.0197178,1
387,2023-03-08-07-47-10,0.0217751,1
388,2023-03-08-07-47-10,0.0264746,1
389,2023-03-08-07-47-10,0.0216241,1
390,2023-03-08-07-47-10,0.0201601,1
391,2023-03-08-07-47-10,0.0179028,1
392,2023-03-08-07-47-10,0.0231464,1
393,2023-03-08-07-47-10,0.020471,1
394,2023-03-08-07-47-10,0.0220305,1
395,2023-03-08-07-47-10,0.0247577,1
396,2023-03-08-07-47-10,0.0244014,1
397,2023-03-08-07-47-10,0.0209953,1
398,2023-03-08-07-47-10,0.0252103,1
399,2023-03-08-07-47-10,0.0237145,1
400,2023-03-08-07-47-10,0.0266761,1
401,2023-03-08-07-47-10,0.0202348,1
402,2023-03-08-07-47-10,0.0263215,1
403,2023-03-08-07-47-10,0.0185702,1
404,2023-03-08-07-47-10,0.0209286,1
405,2023-03-08-07-47-10,0.0277946,1
406,2023-03-08-07-47-10,0.0196191,1
407,2023-03-08-07-47-10,0.0219721,1
408,2023-03-08-07-47-10,0.0219475,1
409,2023-03-08-07-47-10,0.0222114,1
410,2023-03-08-07-47-10,0.0233068,1
411,2023-03-08-07-47-10,0.0182006,1
412,2023-03-08-07-47-10,0.0223825,1
413,2023-03-08-07-47-10,0.0238011,1
414,2023-03-08-07-47-10,0.02335,1
415,2023-03-08-07-47-10,0.0212728,1
416,2023-03-08-07-47-10,0.0238768,1
417,2023-03-08-07-47-11,0.0260766,1
418,2023-03-08-07-47-11,0.0215001,1
419,2023-03-08-07-47-11,0.0248375,1
420,2023-03-08-07-47-11,0.023944,1
421,2023-03-08-07-47-11,0.0211073,1
422,2023-03-08-07-47-11,0.0227921,1
423,2023-03-08-07-47-11,0.0218425,1
424,2023-03-08-07-47-11,0.0215341,1
425,2023-03-08-07-47-11,0.0289124,1
426,2023-03-08-07-47-11,0.0250936,1
427,2023-03-08-07-47-11,0.0247232,1
428,2023-03-08-07-47-11,0.0196322,1
429,2023-03-08-07-47-11,0.0248303,1
430,2023-03-08-07-47-11,0.0210131,1
431,2023-03-08-07-47-11,0.0208901,1
432,2023-03-08-07-47-11,0.0262827,1
433,2023-03-08-07-47-11,0.0262068,1
434,2023-03-08-07-47-11,0.0215334,1
435,2023-03-08-07-47-11,0.0229868,1
436,2023-03-08-07-47-11,0.0234937,1
437,2023-03-08-07-47-11,0.0244554,1
438,2023-03-08-07-47-11,0.0241109,1
439,2023-03-08-07-47-11,0.0246062,1
440,2023-03-08-07-47-11,0.0196927,1
441,2023-03-08-07-47-11,0.0218667,1
442,2023-03-08-07-47-11,0.0206755,1
443,2023-03-08-07-47-11,0.0274548,1
444,2023-03-08-07-47-11,0.0208508,1
445,2023-03-08-07-47-11,0.0193043,1
446,2023-03-08-07-47-11,0.0287749,1
447,2023-03-08-07-47-12,0.0207057,1
448,2023-03-08-07-47-12,0.0245055,1
449,2023-03-08-07-47-12,0.0262257,1
450,2023-03-08-07-47-12,0.0225943,1
451,2023-03-08-07-47-12,0.0262947,1
452,2023-03-08-07-47-12,0.0205667,1
453,2023-03-08-07-47-12,0.0217414,1
454,2023-03-08-07-47-12,0.0225737,1
455,2023-03-08-07-47-12,0.0215971,1
456,2023-03-08-07-47-12,0.0226246,1
457,2023-03-08-07-47-12,0.0231302,1
458,2023-03-08-07-47-12,0.0244763,1
459,2023-03-08-07-47-12,0.0225014,1
460,2023-03-08-07-47-12,0.0219992,1
461,2023-03-08-07-47-12,0.0259851,1
462,2023-03-08-07-47-12,0.0228124,1
463,2023-03-08-07-47-12,0.0283558,1
464,2023-03-08-07-47-12,0.0232595,1
465,2023-03-08-07-47-12,0.0205547,1
466,2023-03-08-07-47-12,0.0207948,1
467,2023-03-08-07-47-12,0.0243339,1
468,2023-03-08-07-47-12,0.0185186,1
469,2023-03-08-07-47-12,0.0206756,1
470,2023-03-08-07-47-12,0.0197362,1
471,2023-03-08-07-47-12,0.0195033,1
472,2023-03-08-07-47-12,0.023331,1
473,2023-03-08-07-47-12,0.0263501,1
474,2023-03-08-07-47-12,0.0201909,1
475,2023-03-08-07-47-12,0.0241619,1
476,2023-03-08-07-47-12,0.0262195,1
477,2023-03-08-07-47-13,0.022191,1
478,2023-03-08-07-47-13,0.0308649,1
479,2023-03-08-07-47-13,0.0191221,1
480,2023-03-08-07-47-13,0.0209111,1
481,2023-03-08-07-47-13,0.019989,1
482,2023-03-08-07-47-13,0.0259035,1
483,2023-03-08-07-47-13,0.0207129,1
484,2023-03-08-07-47-13,0.0199927,1
485,2023-03-08-07-47-13,0.0233151,1
486,2023-03-08-07-47-13,0.0226671,1
487,2023-03-08-07-47-13,0.0222405,1
488,2023-03-08-07-47-13,0.0209365,1
489,2023-03-08-07-47-13,0.0252663,1
490,2023-03-08-07-47-13,0.0217765,1
491,2023-03-08-07-47-13,0.0217282,1
492,2023-03-08-07-47-13,0.0291405,1
493,2023-03-08-07-47-13,0.029304,1
494,2023-03-08-07-47-13,0.0332159,1
495,2023-03-08-07-47-13,0.0275039,1
496,2023-03-08-07-47-13,0.0202146,1
497,2023-03-08-07-47-13,0.0183903,1
498,2023-03-08-07-47-13,0.0326754,1
499,2023-03-08-07-47-13,0.0278958,1
500,2023-03-08-07-47-13,0.0173912,1
501,2023-03-08-07-47-13,0.0283823,1
502,2023-03-08-07-47-13,0.0205307,1
503,2023-03-08-07-47-13,0.0343441,1
504,2023-03-08-07-47-13,0.029909,1
505,2023-03-08-07-47-13,0.0238153,1
506,2023-03-08-07-47-13,0.0203334,1
507,2023-03-08-07-47-14,0.0221284,1
508,2023-03-08-07-47-14,0.0343817,1
509,2023-03-08-07-47-14,0.0167999,1
510,2023-03-08-07-47-14,0.0143381,1
511,2023-03-08-07-47-14,0.0244651,1
512,2023-03-08-07-47-14,0.0347066,1
513,2023-03-08-07-47-14,0.0264498,1
514,2023-03-08-07-47-14,0.0164304,1
515,2023-03-08-07-47-14,0.0202554,1
516,2023-03-08-07-47-14,0.017485,1
517,2023-03-08-07-47-14,0.0154591,1
518,2023-03-08-07-47-14,0.0180947,1
519,2023-03-08-07-47-14,0.0204863,1
520,2023-03-08-07-47-14,0.0230604,1
521,2023-03-08-07-47-14,0.0198984,1
522,2023-03-08-07-47-14,0.0239993,1
523,2023-03-08-07-47-14,0.0208239,1
524,2023-03-08-07-47-14,0.021741,1
525,2023-03-08-07-47-14,0.0253436,1
526,2023-03-08-07-47-14,0.0282616,1
527,2023-03-08-07-47-14,0.0208961,1
528,2023-03-08-07-47-14,0.0245251,1
529,2023-03-08-07-47-14,0.0174547,1
530,2023-03-08-07-47-14,0.017452,1
531,2023-03-08-07-47-14,0.0168407,1
532,2023-03-08-07-47-14,0.0174508,1
533,2023-03-08-07-47-14,0.0227465,1
534,2023-03-08-07-47-14,0.0171985,1
535,2023-03-08-07-47-14,0.0154431,1
536,2023-03-08-07-47-15,0.018995,1
537,2023-03-08-07-47-15,0.023065,1
538,2023-03-08-07-47-15,0.0184155,1
539,2023-03-08-07-47-15,0.0132234,1
540,2023-03-08-07-47-15,0.0219326,1
541,2023-03-08-07-47-15,0.0149593,1
542,2023-03-08-07-47-15,0.0280378,1
543,2023-03-08-07-47-15,0.0242904,1
544,2023-03-08-07-47-15,0.0202959,1
545,2023-03-08-07-47-15,0.0218605,1
546,2023-03-08-07-47-15,0.0176309,1
547,2023-03-08-07-47-15,0.0141478,1
548,2023-03-08-07-47-15,0.0226472,1
549,2023-03-08-07-47-15,0.0163906,1
550,2023-03-08-07-47-15,0.0157907,1
551,2023-03-08-07-47-15,0.0143866,1
552,2023-03-08-07-47-15,0.0192062,1
553,2023-03-08-07-47-15,0.0195339,1
554,2023-03-08-07-47-15,0.0277805,1
555,2023-03-08-07-47-15,0.015902,1
556,2023-03-08-07-47-15,0.0182308,1
557,2023-03-08-07-47-15,0.0198471,1
558,2023-03-08-07-47-15,0.0226975,1
559,2023-03-08-07-47-15,0.0256273,1
560,2023-03-08-07-47-15,0.0220688,1
561,2023-03-08-07-47-15,0.0240616,1
562,2023-03-08-07-47-15,0.0151392,1
563,2023-03-08-07-47-15,0.0144705,1
564,2023-03-08-07-47-15,0.0206312,1
565,2023-03-08-07-47-15,0.0214365,1
566,2023-03-08-07-47-16,0.0234014,1
567,2023-03-08-07-47-16,0.0184287,1
568,2023-03-08-07-47-16,0.023038,1
569,2023-03-08-07-47-16,0.0128096,1
570,2023-03-08-07-47-16,0.0180477,1
571,2023-03-08-07-47-16,0.0128738,1
572,2023-03-08-07-47-16,0.019121,1
573,2023-03-08-07-47-16,0.0171046,1
574,2023-03-08-07-47-16,0.0248277,1
575,2023-03-08-07-47-16,0.0179899,1
576,2023-03-08-07-47-16,0.0206492,1
577,2023-03-08-07-47-16,0.0181458,1
578,2023-03-08-07-47-16,0.0179224,1
579,2023-03-08-07-47-16,0.0172433,1
580,2023-03-08-07-47-16,0.0186287,1
581,2023-03-08-07-47-16,0.0146394,1
582,2023-03-08-07-47-16,0.0135823,1
583,2023-03-08-07-47-16,0.0227101,1
584,2023-03-08-07-47-16,0.0195819,1
585,2023-03-08-07-47-16,0.0201799,1
586,2023-03-08-07-47-16,0.0157944,1
587,2023-03-08-07-47-16,0.0159004,1
588,2023-03-08-07-47-16,0.0152576,1
589,2023-03-08-07-47-16,0.0183775,1
590,2023-03-08-07-47-16,0.0187124,1
591,2023-03-08-07-47-16,0.019804,1
592,2023-03-08-07-47-16,0.0192154,1
593,2023-03-08-07-47-16,0.0165893,1
594,2023-03-08-07-47-16,0.0151417,1
595,2023-03-08-07-47-16,0.0199879,1
596,2023-03-08-07-47-17,0.0178529,1
597,2023-03-08-07-47-17,0.021833,1
598,2023-03-08-07-47-17,0.0143765,1
599,2023-03-08-07-47-17,0.0179688,1
600,2023-03-08-07-47-17,0.0161805,1
601,2023-03-08-07-47-17,0.0173523,1
602,2023-03-08-07-47-17,0.012978,1
603,2023-03-08-07-47-17,0.012513,1
604,2023-03-08-07-47-17,0.021486,1
605,2023-03-08-07-47-17,0.0207355,1
606,2023-03-08-07-47-17,0.0182611,1
607,2023-03-08-07-47-17,0.0217391,1
608,2023-03-08-07-47-17,0.0240259,1
