frame_number,start_time,processing_duration,face_detected
180,2023-03-08-07-49-08,0.0165775,1
181,2023-03-08-07-49-08,0.0129053,1
182,2023-03-08-07-49-08,0.0129288,1
183,2023-03-08-07-49-08,0.0129587,1
184,2023-03-08-07-49-08,0.0139865,1
185,2023-03-08-07-49-08,0.0155772,1
186,2023-03-08-07-49-08,0.0133011,1
187,2023-03-08-07-49-08,0.0139669,1
188,2023-03-08-07-49-08,0.0182236,1
189,2023-03-08-07-49-08,0.0136975,1
190,2023-03-08-07-49-09,0.0131378,1
191,2023-03-08-07-49-09,0.0124771,1
192,2023-03-08-07-49-09,0.0124547,1
193,2023-03-08-07-49-09,0.0120495,1
194,2023-03-08-07-49-09,0.0155165,1
195,2023-03-08-07-49-09,0.0132906,1
196,2023-03-08-07-49-09,0.0159782,1
197,2023-03-08-07-49-09,0.0137277,1
198,2023-03-08-07-49-09,0.0135796,1
199,2023-03-08-07-49-09,0.0133951,1
200,2023-03-08-07-49-09,0.0149809,1
201,2023-03-08-07-49-09,0.0142581,1
202,2023-03-08-07-49-09,0.014053,1
203,2023-03-08-07-49-09,0.0124704,1
204,2023-03-08-07-49-09,0.0122084,1
205,2023-03-08-07-49-09,0.0120363,1
206,2023-03-08-07-49-09,0.0133605,1
207,2023-03-08-07-49-09,0.0135765,1
208,2023-03-08-07-49-09,0.0120073,1
209,2023-03-08-07-49-09,0.0161592,1
210,2023-03-08-07-49-09,0.0121834,1
211,2023-03-08-07-49-09,0.014346,1
212,2023-03-08-07-49-09,0.013537,1
213,2023-03-08-07-49-09,0.0200444,1
214,2023-03-08-07-49-09,0.0144392,1
215,2023-03-08-07-49-09,0.0133136,1
216,2023-03-08-07-49-09,0.0157963,1
217,2023-03-08-07-49-09,0.0128901,1
218,2023-03-08-07-49-09,0.0127032,1
219,2023-03-08-07-49-09,0.0141319,1
220,2023-03-08-07-49-10,0.0144039,1
221,2023-03-08-07-49-10,0.0142765,1
222,2023-03-08-07-49-10,0.0125741,1
223,2023-03-08-07-49-10,0.0139654,1
224,2023-03-08-07-49-10,0.0126044,1
225,2023-03-08-07-49-10,0.0123844,1
226,2023-03-08-07-49-10,0.0125879,1
227,2023-03-08-07-49-10,0.0139869,1
228,2023-03-08-07-49-10,0.0140859,1
229,2023-03-08-07-49-10,0.0125972,1
230,2023-03-08-07-49-10,0.0121399,1
231,2023-03-08-07-49-10,0.0119529,1
232,2023-03-08-07-49-10,0.0129429,1
233,2023-03-08-07-49-10,0.0138771,1
234,2023-03-08-07-49-10,0.0138088,1
235,2023-03-08-07-49-10,0.0130275,1
236,2023-03-08-07-49-10,0.0121195,1
237,2023-03-08-07-49-10,0.0138813,1
238,2023-03-08-07-49-10,0.0157421,1
239,2023-03-08-07-49-10,0.0126429,1
240,2023-03-08-07-49-10,0.0116023,1
241,2023-03-08-07-49-10,0.0117605,1
242,2023-03-08-07-49-10,0.0117184,1
243,2023-03-08-07-49-10,0.0117676,1
244,2023-03-08-07-49-10,0.0117106,1
245,2023-03-08-07-49-10,0.0121738,1
246,2023-03-08-07-49-10,0.0120078,1
247,2023-03-08-07-49-10,0.012107,1
248,2023-03-08-07-49-10,0.0116065,1
249,2023-03-08-07-49-10,0.0122257,1
250,2023-03-08-07-49-11,0.01311,1
251,2023-03-08-07-49-11,0.0178311,1
252,2023-03-08-07-49-11,0.0119657,1
253,2023-03-08-07-49-11,0.0122702,1
254,2023-03-08-07-49-11,0.012395,1
255,2023-03-08-07-49-11,0.012537,1
256,2023-03-08-07-49-11,0.0131558,1
257,2023-03-08-07-49-11,0.0128353,1
258,2023-03-08-07-49-11,0.0122589,1
259,2023-03-08-07-49-11,0.0119795,1
260,2023-03-08-07-49-11,0.0117287,1
261,2023-03-08-07-49-11,0.0154367,1
262,2023-03-08-07-49-11,0.0117225,1
263,2023-03-08-07-49-11,0.0120139,1
264,2023-03-08-07-49-11,0.011633,1
265,2023-03-08-07-49-11,0.0114289,1
266,2023-03-08-07-49-11,0.0109817,1
267,2023-03-08-07-49-11,0.0112371,1
268,2023-03-08-07-49-11,0.0125841,1
269,2023-03-08-07-49-11,0.0134413,1
270,2023-03-08-07-49-11,0.016692,1
271,2023-03-08-07-49-11,0.0146538,1
272,2023-03-08-07-49-11,0.0138063,1
273,2023-03-08-07-49-11,0.0131125,1
274,2023-03-08-07-49-11,0.0163097,1
275,2023-03-08-07-49-11,0.0129627,1
276,2023-03-08-07-49-11,0.0128302,1
277,2023-03-08-07-49-11,0.0142064,1
278,2023-03-08-07-49-11,0.0121132,1
279,2023-03-08-07-49-11,0.0121717,1
280,2023-03-08-07-49-12,0.0118803,1
281,2023-03-08-07-49-12,0.0139166,1
282,2023-03-08-07-49-12,0.0130118,1
283,2023-03-08-07-49-12,0.0122202,1
284,2023-03-08-07-49-12,0.0127409,1
285,2023-03-08-07-49-12,0.0120297,1
286,2023-03-08-07-49-12,0.0125119,1
287,2023-03-08-07-49-12,0.0124593,1
288,2023-03-08-07-49-12,0.0124007,1
289,2023-03-08-07-49-12,0.01255,1
290,2023-03-08-07-49-12,0.0122284,1
291,2023-03-08-07-49-12,0.0163764,1
292,2023-03-08-07-49-12,0.0118492,1
293,2023-03-08-07-49-12,0.0160488,1
294,2023-03-08-07-49-12,0.0133725,1
295,2023-03-08-07-49-12,0.0121817,1
296,2023-03-08-07-49-12,0.0127417,1
297,2023-03-08-07-49-12,0.0117807,1
298,2023-03-08-07-49-12,0.011837,1
299,2023-03-08-07-49-12,0.0128691,1
300,2023-03-08-07-49-12,0.0122839,1
301,2023-03-08-07-49-12,0.0116927,1
302,2023-03-08-07-49-12,0.0118482,1
303,2023-03-08-07-49-12,0.0122613,1
304,2023-03-08-07-49-12,0.0120262,1
305,2023-03-08-07-49-12,0.0141867,1
306,2023-03-08-07-49-12,0.0132471,1
307,2023-03-08-07-49-12,0.0126426,1
308,2023-03-08-07-49-12,0.01259,1
309,2023-03-08-07-49-13,0.0120187,1
310,2023-03-08-07-49-13,0.0166241,1
311,2023-03-08-07-49-13,0.0133132,1
312,2023-03-08-07-49-13,0.0127233,1
313,2023-03-08-07-49-13,0.0119407,1
314,2023-03-08-07-49-13,0.011601,1
315,2023-03-08-07-49-13,0.0157225,1
316,2023-03-08-07-49-13,0.0114248,1
317,2023-03-08-07-49-13,0.0126198,1
318,2023-03-08-07-49-13,0.0152039,1
319,2023-03-08-07-49-13,0.0121073,1
320,2023-03-08-07-49-13,0.0116444,1
321,2023-03-08-07-49-13,0.0118366,1
322,2023-03-08-07-49-13,0.0115328,1
323,2023-03-08-07-49-13,0.0115567,1
324,2023-03-08-07-49-13,0.0129281,1
325,2023-03-08-07-49-13,0.0116208,1
326,2023-03-08-07-49-13,0.0116971,1
327,2023-03-08-07-49-13,0.0124953,1
328,2023-03-08-07-49-13,0.0120676,1
329,2023-03-08-07-49-13,0.012716,1
330,2023-03-08-07-49-13,0.0174559,1
331,2023-03-08-07-49-13,0.0155309,1
332,2023-03-08-07-49-13,0.0131526,1
333,2023-03-08-07-49-13,0.0170894,1
334,2023-03-08-07-49-13,0.0124128,1
335,2023-03-08-07-49-13,0.0183856,1
336,2023-03-08-07-49-13,0.0134744,1
337,2023-03-08-07-49-13,0.0132919,1
338,2023-03-08-07-49-14,0.0156556,1
339,2023-03-08-07-49-14,0.0140454,1
340,2023-03-08-07-49-14,0.0134998,1
341,2023-03-08-07-49-14,0.0134392,1
342,2023-03-08-07-49-14,0.0141529,1
343,2023-03-08-07-49-14,0.0155035,1
344,2023-03-08-07-49-14,0.0143093,1
345,2023-03-08-07-49-14,0.0133726,1
346,2023-03-08-07-49-14,0.0152775,1
347,2023-03-08-07-49-14,0.0128244,1
348,2023-03-08-07-49-14,0.0159,1
349,2023-03-08-07-49-14,0.0180604,1
350,2023-03-08-07-49-14,0.0128732,1
351,2023-03-08-07-49-14,0.0135055,1
352,2023-03-08-07-49-14,0.0129976,1
353,2023-03-08-07-49-14,0.0137442,1
354,2023-03-08-07-49-14,0.0135652,1
355,2023-03-08-07-49-14,0.0154058,1
356,2023-03-08-07-49-14,0.0152438,1
357,2023-03-08-07-49-14,0.0122233,1
358,2023-03-08-07-49-14,0.0140405,1
359,2023-03-08-07-49-14,0.0112354,1
360,2023-03-08-07-49-14,0.0124012,1
361,2023-03-08-07-49-14,0.0124948,1
362,2023-03-08-07-49-14,0.015066,1
363,2023-03-08-07-49-14,0.0177451,1
364,2023-03-08-07-49-14,0.0151082,1
365,2023-03-08-07-49-14,0.0145595,1
366,2023-03-08-07-49-14,0.0165125,1
367,2023-03-08-07-49-14,0.0138625,1
368,2023-03-08-07-49-14,0.0161474,1
369,2023-03-08-07-49-15,0.0157317,1
370,2023-03-08-07-49-15,0.0148815,1
371,2023-03-08-07-49-15,0.0145289,1
372,2023-03-08-07-49-15,0.014712,1
373,2023-03-08-07-49-15,0.0138038,1
374,2023-03-08-07-49-15,0.0147295,1
375,2023-03-08-07-49-15,0.0163556,1
376,2023-03-08-07-49-15,0.0166702,1
377,2023-03-08-07-49-15,0.0147187,1
378,2023-03-08-07-49-15,0.0140229,1
379,2023-03-08-07-49-15,0.0152904,1
380,2023-03-08-07-49-15,0.0141985,1
381,2023-03-08-07-49-15,0.0182689,1
382,2023-03-08-07-49-15,0.0203037,1
383,2023-03-08-07-49-15,0.0150371,1
384,2023-03-08-07-49-15,0.014523,1
385,2023-03-08-07-49-15,0.0142454,1
386,2023-03-08-07-49-15,0.0143813,1
387,2023-03-08-07-49-15,0.0160454,1
388,2023-03-08-07-49-15,0.0154225,1
389,2023-03-08-07-49-15,0.0175907,1
390,2023-03-08-07-49-15,0.0143127,1
391,2023-03-08-07-49-15,0.014787,1
392,2023-03-08-07-49-15,0.0154447,1
393,2023-03-08-07-49-15,0.0147295,1
394,2023-03-08-07-49-15,0.0145978,1
395,2023-03-08-07-49-15,0.0140475,1
396,2023-03-08-07-49-15,0.0136838,1
397,2023-03-08-07-49-15,0.014153,1
398,2023-03-08-07-49-16,0.0149531,1
399,2023-03-08-07-49-16,0.0140769,1
400,2023-03-08-07-49-16,0.0151349,1
401,2023-03-08-07-49-16,0.0152343,1
402,2023-03-08-07-49-16,0.0140833,1
403,2023-03-08-07-49-16,0.0149202,1
404,2023-03-08-07-49-16,0.01382,1
405,2023-03-08-07-49-16,0.0141516,1
406,2023-03-08-07-49-16,0.0151738,1
407,2023-03-08-07-49-16,0.0142545,1
408,2023-03-08-07-49-16,0.013954,1
409,2023-03-08-07-49-16,0.0136775,1
410,2023-03-08-07-49-16,0.0155475,1
411,2023-03-08-07-49-16,0.0134283,1
412,2023-03-08-07-49-16,0.0159272,1
413,2023-03-08-07-49-16,0.0157992,1
414,2023-03-08-07-49-16,0.0149143,1
415,2023-03-08-07-49-16,0.0161075,1
416,2023-03-08-07-49-16,0.0136232,1
417,2023-03-08-07-49-16,0.016294,1
418,2023-03-08-07-49-16,0.013955,1
419,2023-03-08-07-49-16,0.0154614,1
420,2023-03-08-07-49-16,0.0155638,1
421,2023-03-08-07-49-16,0.0165363,1
422,2023-03-08-07-49-16,0.0160277,1
423,2023-03-08-07-49-16,0.0168795,1
424,2023-03-08-07-49-16,0.0162352,1
