frame_number,start_time,processing_duration,face_detected
69,2023-03-08-07-44-33,0.0128435,1
70,2023-03-08-07-44-33,0.0127518,1
71,2023-03-08-07-44-33,0.0137602,1
72,2023-03-08-07-44-33,0.0164652,1
73,2023-03-08-07-44-33,0.0135356,1
74,2023-03-08-07-44-33,0.0141023,1
75,2023-03-08-07-44-33,0.0133072,1
76,2023-03-08-07-44-33,0.0144293,1
77,2023-03-08-07-44-33,0.0159261,1
78,2023-03-08-07-44-33,0.0176739,1
79,2023-03-08-07-44-33,0.0162393,1
80,2023-03-08-07-44-33,0.0164302,1
81,2023-03-08-07-44-33,0.013899,1
82,2023-03-08-07-44-34,0.0165697,1
83,2023-03-08-07-44-34,0.0129924,1
84,2023-03-08-07-44-34,0.012765,1
85,2023-03-08-07-44-34,0.0151724,1
86,2023-03-08-07-44-34,0.0137407,1
87,2023-03-08-07-44-34,0.0139329,1
88,2023-03-08-07-44-34,0.0161124,1
89,2023-03-08-07-44-34,0.0138156,1
90,2023-03-08-07-44-34,0.0139813,1
91,2023-03-08-07-44-34,0.0166443,1
92,2023-03-08-07-44-34,0.0150987,1
93,2023-03-08-07-44-34,0.0157155,1
94,2023-03-08-07-44-34,0.0158086,1
95,2023-03-08-07-44-34,0.0172031,1
96,2023-03-08-07-44-34,0.0117736,1
97,2023-03-08-07-44-34,0.0173895,1
98,2023-03-08-07-44-34,0.0155504,1
99,2023-03-08-07-44-34,0.0157822,1
100,2023-03-08-07-44-34,0.0146266,1
101,2023-03-08-07-44-34,0.0154265,1
102,2023-03-08-07-44-34,0.0127253,1
103,2023-03-08-07-44-34,0.012472,1
104,2023-03-08-07-44-34,0.0134512,1
105,2023-03-08-07-44-34,0.0156486,1
106,2023-03-08-07-44-34,0.0142696,1
107,2023-03-08-07-44-34,0.0124513,1
108,2023-03-08-07-44-34,0.0127718,1
109,2023-03-08-07-44-34,0.0129617,1
110,2023-03-08-07-44-34,0.0169891,1
111,2023-03-08-07-44-34,0.013313,1
112,2023-03-08-07-44-35,0.0175964,1
113,2023-03-08-07-44-35,0.0126478,1
114,2023-03-08-07-44-35,0.0206268,1
115,2023-03-08-07-44-35,0.0137388,1
116,2023-03-08-07-44-35,0.0172052,1
117,2023-03-08-07-44-35,0.0145372,1
118,2023-03-08-07-44-35,0.0172466,1
119,2023-03-08-07-44-35,0.0131716,1
120,2023-03-08-07-44-35,0.018511,1
121,2023-03-08-07-44-35,0.0152637,1
122,2023-03-08-07-44-35,0.0141626,1
123,2023-03-08-07-44-35,0.0172415,1
124,2023-03-08-07-44-35,0.01365,1
125,2023-03-08-07-44-35,0.0125001,1
126,2023-03-08-07-44-35,0.0125337,1
127,2023-03-08-07-44-35,0.0131505,1
128,2023-03-08-07-44-35,0.0140964,1
129,2023-03-08-07-44-35,0.0163667,1
130,2023-03-08-07-44-35,0.0151834,1
131,2023-03-08-07-44-35,0.0210139,1
132,2023-03-08-07-44-35,0.0205856,1
133,2023-03-08-07-44-35,0.012319,1
134,2023-03-08-07-44-35,0.0187609,1
135,2023-03-08-07-44-35,0.0218708,1
136,2023-03-08-07-44-35,0.0207542,1
137,2023-03-08-07-44-35,0.0151975,1
138,2023-03-08-07-44-35,0.0163327,1
139,2023-03-08-07-44-35,0.0267883,1
140,2023-03-08-07-44-35,0.0147676,1
141,2023-03-08-07-44-35,0.0189035,1
142,2023-03-08-07-44-36,0.0143104,1
143,2023-03-08-07-44-36,0.021139,1
144,2023-03-08-07-44-36,0.0201254,1
145,2023-03-08-07-44-36,0.027374,1
146,2023-03-08-07-44-36,0.0219186,1
147,2023-03-08-07-44-36,0.0270129,1
148,2023-03-08-07-44-36,0.0147628,1
149,2023-03-08-07-44-36,0.0200289,1
150,2023-03-08-07-44-36,0.0133613,1
151,2023-03-08-07-44-36,0.0245379,1
152,2023-03-08-07-44-36,0.0209781,1
153,2023-03-08-07-44-36,0.0137284,1
154,2023-03-08-07-44-36,0.015654,1
155,2023-03-08-07-44-36,0.0190957,1
156,2023-03-08-07-44-36,0.0184648,1
157,2023-03-08-07-44-36,0.0253687,1
158,2023-03-08-07-44-36,0.0240582,1
159,2023-03-08-07-44-36,0.0237621,1
160,2023-03-08-07-44-36,0.0238903,1
161,2023-03-08-07-44-36,0.0205538,1
162,2023-03-08-07-44-36,0.0169965,1
163,2023-03-08-07-44-36,0.0205889,1
164,2023-03-08-07-44-36,0.0191409,1
165,2023-03-08-07-44-36,0.0225105,1
166,2023-03-08-07-44-36,0.0259385,1
167,2023-03-08-07-44-36,0.0169563,1
168,2023-03-08-07-44-36,0.0166585,1
169,2023-03-08-07-44-36,0.0294653,1
170,2023-03-08-07-44-36,0.0283631,1
171,2023-03-08-07-44-36,0.0267606,1
172,2023-03-08-07-44-37,0.0180881,1
173,2023-03-08-07-44-37,0.0181704,1
174,2023-03-08-07-44-37,0.0164928,1
175,2023-03-08-07-44-37,0.0212582,1
176,2023-03-08-07-44-37,0.0222488,1
177,2023-03-08-07-44-37,0.01947,1
178,2023-03-08-07-44-37,0.0246998,1
179,2023-03-08-07-44-37,0.0212164,1
180,2023-03-08-07-44-37,0.014412,1
181,2023-03-08-07-44-37,0.0160252,1
182,2023-03-08-07-44-37,0.015571,1
183,2023-03-08-07-44-37,0.0187174,1
184,2023-03-08-07-44-37,0.0239265,1
185,2023-03-08-07-44-37,0.0222458,1
186,2023-03-08-07-44-37,0.0185949,1
187,2023-03-08-07-44-37,0.0181798,1
188,2023-03-08-07-44-37,0.0245931,1
189,2023-03-08-07-44-37,0.0284197,1
190,2023-03-08-07-44-37,0.0180069,1
191,2023-03-08-07-44-37,0.0182024,1
192,2023-03-08-07-44-37,0.0160002,1
193,2023-03-08-07-44-37,0.0255615,1
194,2023-03-08-07-44-37,0.0192587,1
195,2023-03-08-07-44-37,0.0227222,1
196,2023-03-08-07-44-37,0.0151391,1
197,2023-03-08-07-44-37,0.0211397,1
198,2023-03-08-07-44-37,0.0190602,1
199,2023-03-08-07-44-37,0.0169932,1
200,2023-03-08-07-44-37,0.0248412,1
201,2023-03-08-07-44-37,0.0204763,1
202,2023-03-08-07-44-38,0.0244497,1
203,2023-03-08-07-44-38,0.0244751,1
204,2023-03-08-07-44-38,0.0270785,1
205,2023-03-08-07-44-38,0.0215074,1
206,2023-03-08-07-44-38,0.0160815,1
207,2023-03-08-07-44-38,0.0133479,1
208,2023-03-08-07-44-38,0.02493,1
209,2023-03-08-07-44-38,0.0182257,1
210,2023-03-08-07-44-38,0.0157326,1
211,2023-03-08-07-44-38,0.01797,1
212,2023-03-08-07-44-38,0.0209773,1
213,2023-03-08-07-44-38,0.0208245,1
214,2023-03-08-07-44-38,0.0204425,1
215,2023-03-08-07-44-38,0.0241848,1
216,2023-03-08-07-44-38,0.0210337,1
217,2023-03-08-07-44-38,0.0177983,1
218,2023-03-08-07-44-38,0.0236815,1
219,2023-03-08-07-44-38,0.0194114,1
220,2023-03-08-07-44-38,0.0240005,1
221,2023-03-08-07-44-38,0.0199622,1
222,2023-03-08-07-44-38,0.019315,1
223,2023-03-08-07-44-38,0.0183041,1
224,2023-03-08-07-44-38,0.0167077,1
225,2023-03-08-07-44-38,0.0215638,1
226,2023-03-08-07-44-38,0.0158401,1
227,2023-03-08-07-44-38,0.0215024,1
228,2023-03-08-07-44-38,0.01929,1
229,2023-03-08-07-44-38,0.0204648,1
230,2023-03-08-07-44-38,0.0215267,1
231,2023-03-08-07-44-38,0.0258428,1
232,2023-03-08-07-44-39,0.017559,1
233,2023-03-08-07-44-39,0.0175793,1
234,2023-03-08-07-44-39,0.0183811,1
235,2023-03-08-07-44-39,0.0157052,1
236,2023-03-08-07-44-39,0.0129128,1
237,2023-03-08-07-44-39,0.0231787,1
238,2023-03-08-07-44-39,0.0211411,1
239,2023-03-08-07-44-39,0.0156125,1
240,2023-03-08-07-44-39,0.0145423,1
241,2023-03-08-07-44-39,0.0135892,1
242,2023-03-08-07-44-39,0.0131919,1
243,2023-03-08-07-44-39,0.0200382,1
244,2023-03-08-07-44-39,0.0250926,1
245,2023-03-08-07-44-39,0.023268,1
246,2023-03-08-07-44-39,0.0258426,1
247,2023-03-08-07-44-39,0.0217081,1
248,2023-03-08-07-44-39,0.0138062,1
249,2023-03-08-07-44-39,0.0167689,1
250,2023-03-08-07-44-39,0.0187483,1
251,2023-03-08-07-44-39,0.0209602,1
252,2023-03-08-07-44-39,0.02022,1
253,2023-03-08-07-44-39,0.0168581,1
254,2023-03-08-07-44-39,0.0176329,1
255,2023-03-08-07-44-39,0.0154039,1
256,2023-03-08-07-44-39,0.0137317,1
257,2023-03-08-07-44-39,0.0302043,1
258,2023-03-08-07-44-39,0.023323,1
259,2023-03-08-07-44-39,0.0206611,1
260,2023-03-08-07-44-39,0.0161224,1
261,2023-03-08-07-44-40,0.0169727,1
262,2023-03-08-07-44-40,0.0214968,1
263,2023-03-08-07-44-40,0.0223762,1
264,2023-03-08-07-44-40,0.0152803,1
265,2023-03-08-07-44-40,0.0161861,1
266,2023-03-08-07-44-40,0.0139527,1
267,2023-03-08-07-44-40,0.0134931,1
268,2023-03-08-07-44-40,0.017495,1
269,2023-03-08-07-44-40,0.0205638,1
270,2023-03-08-07-44-40,0.0160332,1
271,2023-03-08-07-44-40,0.0204103,1
272,2023-03-08-07-44-40,0.0207938,1
273,2023-03-08-07-44-40,0.0159983,1
274,2023-03-08-07-44-40,0.0235816,1
275,2023-03-08-07-44-40,0.0233871,1
276,2023-03-08-07-44-40,0.0194146,1
277,2023-03-08-07-44-40,0.0246249,1
278,2023-03-08-07-44-40,0.0173705,1
279,2023-03-08-07-44-40,0.0146476,1
280,2023-03-08-07-44-40,0.0170467,1
281,2023-03-08-07-44-40,0.0195921,1
282,2023-03-08-07-44-40,0.01493,1
283,2023-03-08-07-44-40,0.019924,1
284,2023-03-08-07-44-40,0.0218893,1
285,2023-03-08-07-44-40,0.014011,1
286,2023-03-08-07-44-40,0.0148649,1
287,2023-03-08-07-44-40,0.012976,1
288,2023-03-08-07-44-40,0.0201092,1
289,2023-03-08-07-44-40,0.0152151,1
290,2023-03-08-07-44-41,0.0137611,1
291,2023-03-08-07-44-41,0.0129456,1
292,2023-03-08-07-44-41,0.0189206,1
293,2023-03-08-07-44-41,0.019774,1
294,2023-03-08-07-44-41,0.0201799,1
295,2023-03-08-07-44-41,0.0176078,1
296,2023-03-08-07-44-41,0.0180549,1
297,2023-03-08-07-44-41,0.0141074,1
298,2023-03-08-07-44-41,0.013174,1
299,2023-03-08-07-44-41,0.0135622,1
300,2023-03-08-07-44-41,0.0160791,1
301,2023-03-08-07-44-41,0.0130406,1
302,2023-03-08-07-44-41,0.0124978,1
303,2023-03-08-07-44-41,0.0158157,1
304,2023-03-08-07-44-41,0.0131928,1
305,2023-03-08-07-44-41,0.0140793,1
306,2023-03-08-07-44-41,0.0223951,1
307,2023-03-08-07-44-41,0.0166969,1
308,2023-03-08-07-44-41,0.0152186,1
309,2023-03-08-07-44-41,0.013647,1
310,2023-03-08-07-44-41,0.0123022,1
311,2023-03-08-07-44-41,0.0188981,1
312,2023-03-08-07-44-41,0.0241064,1
313,2023-03-08-07-44-41,0.0172472,1
314,2023-03-08-07-44-41,0.0200814,1
315,2023-03-08-07-44-41,0.02354,1
316,2023-03-08-07-44-41,0.0141338,1
317,2023-03-08-07-44-41,0.0166254,1
318,2023-03-08-07-44-41,0.0289179,1
319,2023-03-08-07-44-41,0.0193781,1
320,2023-03-08-07-44-42,0.0198528,1
321,2023-03-08-07-44-42,0.013553,1
322,2023-03-08-07-44-42,0.0143563,1
323,2023-03-08-07-44-42,0.0183859,1
324,2023-03-08-07-44-42,0.0243063,1
325,2023-03-08-07-44-42,0.0152207,1
326,2023-03-08-07-44-42,0.0172012,1
327,2023-03-08-07-44-42,0.0137496,1
328,2023-03-08-07-44-42,0.0165103,1
329,2023-03-08-07-44-42,0.0148875,1
330,2023-03-08-07-44-42,0.0184579,1
331,2023-03-08-07-44-42,0.0198036,1
332,2023-03-08-07-44-42,0.0211456,1
333,2023-03-08-07-44-42,0.0264761,1
334,2023-03-08-07-44-42,0.0238893,1
335,2023-03-08-07-44-42,0.0200141,1
336,2023-03-08-07-44-42,0.0240708,1
337,2023-03-08-07-44-42,0.0195448,1
338,2023-03-08-07-44-42,0.0246339,1
339,2023-03-08-07-44-42,0.0184387,1
340,2023-03-08-07-44-42,0.0166418,1
341,2023-03-08-07-44-42,0.0142258,1
342,2023-03-08-07-44-42,0.0159651,1
343,2023-03-08-07-44-42,0.0175334,1
344,2023-03-08-07-44-42,0.020717,1
345,2023-03-08-07-44-42,0.0136856,1
346,2023-03-08-07-44-42,0.0213925,1
347,2023-03-08-07-44-42,0.018655,1
348,2023-03-08-07-44-42,0.0217237,1
349,2023-03-08-07-44-42,0.0174792,1
350,2023-03-08-07-44-43,0.0310441,1
351,2023-03-08-07-44-43,0.0314768,1
352,2023-03-08-07-44-43,0.0285562,1
353,2023-03-08-07-44-43,0.0267288,1
354,2023-03-08-07-44-43,0.0180431,1
355,2023-03-08-07-44-43,0.0131629,1
356,2023-03-08-07-44-43,0.0232011,1
357,2023-03-08-07-44-43,0.0207132,1
358,2023-03-08-07-44-43,0.0177393,1
359,2023-03-08-07-44-43,0.0160082,1
360,2023-03-08-07-44-43,0.0155779,1
361,2023-03-08-07-44-43,0.0128671,1
362,2023-03-08-07-44-43,0.0237388,1
363,2023-03-08-07-44-43,0.0159462,1
364,2023-03-08-07-44-43,0.0168598,1
365,2023-03-08-07-44-43,0.0146364,1
366,2023-03-08-07-44-43,0.0180955,1
367,2023-03-08-07-44-43,0.0137002,1
368,2023-03-08-07-44-43,0.0220224,1
369,2023-03-08-07-44-43,0.0149342,1
370,2023-03-08-07-44-43,0.0233277,1
371,2023-03-08-07-44-43,0.015364,1
372,2023-03-08-07-44-43,0.0162389,1
373,2023-03-08-07-44-43,0.0136163,1
374,2023-03-08-07-44-43,0.0162359,1
375,2023-03-08-07-44-43,0.020454,1
376,2023-03-08-07-44-43,0.0230778,1
377,2023-03-08-07-44-43,0.0144725,1
378,2023-03-08-07-44-43,0.0192367,1
379,2023-03-08-07-44-44,0.0129716,1
380,2023-03-08-07-44-44,0.0148842,1
381,2023-03-08-07-44-44,0.0207239,1
382,2023-03-08-07-44-44,0.0196223,1
383,2023-03-08-07-44-44,0.0181081,1
384,2023-03-08-07-44-44,0.0180677,1
385,2023-03-08-07-44-44,0.0171893,1
386,2023-03-08-07-44-44,0.0222732,1
387,2023-03-08-07-44-44,0.0210639,1
388,2023-03-08-07-44-44,0.0185741,1
389,2023-03-08-07-44-44,0.0155018,1
390,2023-03-08-07-44-44,0.0160998,1
391,2023-03-08-07-44-44,0.0173079,1
392,2023-03-08-07-44-44,0.0268619,1
393,2023-03-08-07-44-44,0.014599,1
394,2023-03-08-07-44-44,0.0202506,1
395,2023-03-08-07-44-44,0.0177662,1
396,2023-03-08-07-44-44,0.0141024,1
397,2023-03-08-07-44-44,0.017039,1
398,2023-03-08-07-44-44,0.0175197,1
399,2023-03-08-07-44-44,0.0187331,1
400,2023-03-08-07-44-44,0.0196135,1
401,2023-03-08-07-44-44,0.0160371,1
402,2023-03-08-07-44-44,0.0190966,1
403,2023-03-08-07-44-44,0.0183452,1
404,2023-03-08-07-44-44,0.0206705,1
405,2023-03-08-07-44-44,0.019691,1
406,2023-03-08-07-44-44,0.0344667,1
407,2023-03-08-07-44-45,0.026653,1
408,2023-03-08-07-44-45,0.0186052,1
409,2023-03-08-07-44-45,0.0259232,1
410,2023-03-08-07-44-45,0.0291246,1
411,2023-03-08-07-44-45,0.0267657,1
412,2023-03-08-07-44-45,0.0300674,1
413,2023-03-08-07-44-45,0.0220994,1
414,2023-03-08-07-44-45,0.0162596,1
415,2023-03-08-07-44-45,0.0122329,1
416,2023-03-08-07-44-45,0.0260279,1
417,2023-03-08-07-44-45,0.0127341,1
418,2023-03-08-07-44-45,0.0197619,1
419,2023-03-08-07-44-45,0.0244537,1
420,2023-03-08-07-44-45,0.0136682,1
421,2023-03-08-07-44-45,0.0144639,1
422,2023-03-08-07-44-45,0.0166934,1
423,2023-03-08-07-44-45,0.017816,1
424,2023-03-08-07-44-45,0.0178739,1
425,2023-03-08-07-44-45,0.0162876,1
426,2023-03-08-07-44-45,0.0184472,1
427,2023-03-08-07-44-45,0.0146693,1
428,2023-03-08-07-44-45,0.0178413,1
429,2023-03-08-07-44-45,0.0174446,1
430,2023-03-08-07-44-45,0.0188177,1
431,2023-03-08-07-44-45,0.0216964,1
432,2023-03-08-07-44-45,0.0195684,1
433,2023-03-08-07-44-45,0.019723,1
434,2023-03-08-07-44-45,0.013918,1
435,2023-03-08-07-44-45,0.0180904,1
436,2023-03-08-07-44-45,0.0186903,1
437,2023-03-08-07-44-45,0.0191598,1
438,2023-03-08-07-44-46,0.0130066,1
439,2023-03-08-07-44-46,0.018656,1
440,2023-03-08-07-44-46,0.0129774,1
441,2023-03-08-07-44-46,0.0178029,1
442,2023-03-08-07-44-46,0.0180733,1
443,2023-03-08-07-44-46,0.0168301,1
444,2023-03-08-07-44-46,0.0181389,1
445,2023-03-08-07-44-46,0.0176412,1
446,2023-03-08-07-44-46,0.0146822,1
447,2023-03-08-07-44-46,0.0175279,1
448,2023-03-08-07-44-46,0.0197174,1
449,2023-03-08-07-44-46,0.0201747,1
450,2023-03-08-07-44-46,0.0208515,1
451,2023-03-08-07-44-46,0.0150567,1
452,2023-03-08-07-44-46,0.0164966,1
453,2023-03-08-07-44-46,0.0158934,1
454,2023-03-08-07-44-46,0.0286994,1
455,2023-03-08-07-44-46,0.0251712,1
456,2023-03-08-07-44-46,0.0218604,1
457,2023-03-08-07-44-46,0.0199137,1
458,2023-03-08-07-44-46,0.0139624,1
459,2023-03-08-07-44-46,0.0145951,1
460,2023-03-08-07-44-46,0.0200779,1
461,2023-03-08-07-44-46,0.0197399,1
462,2023-03-08-07-44-46,0.0162059,1
463,2023-03-08-07-44-46,0.0201038,1
464,2023-03-08-07-44-46,0.0140436,1
465,2023-03-08-07-44-46,0.0154601,1
466,2023-03-08-07-44-46,0.0168442,1
467,2023-03-08-07-44-47,0.0162887,1
468,2023-03-08-07-44-47,0.0208327,1
469,2023-03-08-07-44-47,0.014085,1
470,2023-03-08-07-44-47,0.0161833,1
471,2023-03-08-07-44-47,0.0209034,1
472,2023-03-08-07-44-47,0.0173196,1
473,2023-03-08-07-44-47,0.0179197,1
474,2023-03-08-07-44-47,0.0153717,1
475,2023-03-08-07-44-47,0.0160892,1
476,2023-03-08-07-44-47,0.0152823,1
477,2023-03-08-07-44-47,0.0182274,1
478,2023-03-08-07-44-47,0.0222358,1
479,2023-03-08-07-44-47,0.0212684,1
480,2023-03-08-07-44-47,0.0265485,1
481,2023-03-08-07-44-47,0.0153592,1
482,2023-03-08-07-44-47,0.0127272,1
483,2023-03-08-07-44-47,0.017234,1
484,2023-03-08-07-44-47,0.0211671,1
485,2023-03-08-07-44-47,0.0204786,1
486,2023-03-08-07-44-47,0.0161749,1
487,2023-03-08-07-44-47,0.01728,1
488,2023-03-08-07-44-47,0.0204478,1
489,2023-03-08-07-44-47,0.0137211,1
490,2023-03-08-07-44-47,0.0149718,1
491,2023-03-08-07-44-47,0.0221138,1
492,2023-03-08-07-44-47,0.0224235,1
493,2023-03-08-07-44-47,0.0217118,1
494,2023-03-08-07-44-47,0.0196913,1
495,2023-03-08-07-44-47,0.0136973,1
496,2023-03-08-07-44-47,0.015055,1
497,2023-03-08-07-44-48,0.0156771,1
498,2023-03-08-07-44-48,0.0146684,1
499,2023-03-08-07-44-48,0.017074,1
500,2023-03-08-07-44-48,0.0179114,1
501,2023-03-08-07-44-48,0.0152896,1
502,2023-03-08-07-44-48,0.0202763,1
503,2023-03-08-07-44-48,0.025111,1
504,2023-03-08-07-44-48,0.0238427,1
505,2023-03-08-07-44-48,0.0157517,1
506,2023-03-08-07-44-48,0.0213868,1
507,2023-03-08-07-44-48,0.0157204,1
508,2023-03-08-07-44-48,0.0128969,1
509,2023-03-08-07-44-48,0.0247422,1
510,2023-03-08-07-44-48,0.0191631,1
511,2023-03-08-07-44-48,0.0166058,1
512,2023-03-08-07-44-48,0.0146166,1
513,2023-03-08-07-44-48,0.0193714,1
514,2023-03-08-07-44-48,0.017158,1
515,2023-03-08-07-44-48,0.0196496,1
516,2023-03-08-07-44-48,0.0248904,1
517,2023-03-08-07-44-48,0.0256597,1
518,2023-03-08-07-44-48,0.0216625,1
519,2023-03-08-07-44-48,0.0198027,1
520,2023-03-08-07-44-48,0.0139123,1
521,2023-03-08-07-44-48,0.0199213,1
522,2023-03-08-07-44-48,0.0136969,1
523,2023-03-08-07-44-48,0.0155676,1
524,2023-03-08-07-44-48,0.0134671,1
